endpoint,target_power,gender,block_id,block_size,unit_in_block,assignment,analysis_mode,design_mode
heavy_drinking_30d,0.8,Woman,15,6,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,15,6,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,15,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,15,6,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,15,6,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,15,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,16,8,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,16,8,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,16,8,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,16,8,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,16,8,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,16,8,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,16,8,7,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,16,8,8,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,17,4,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,17,4,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,17,4,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,17,4,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,18,6,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,18,6,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,18,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,18,6,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,18,6,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,18,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,19,4,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,19,4,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,19,4,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,19,4,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,20,8,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,20,8,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,20,8,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,20,8,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,20,8,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,20,8,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,20,8,7,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,20,8,8,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,21,4,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,21,4,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,21,4,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,21,4,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,22,4,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,22,4,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,22,4,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,22,4,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,7,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,8,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,7,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,8,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,7,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,8,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,6,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,6,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,6,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,6,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,6,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,6,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,6,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,6,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,6,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,6,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,6,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,6,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,6,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,6,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,6,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,6,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,6,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,6,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,6,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,6,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,6,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,6,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,7,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,8,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,32,4,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,32,4,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,32,4,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,32,4,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,33,8,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,33,8,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,33,8,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,33,8,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,33,8,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,33,8,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,33,8,7,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,33,8,8,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,34,8,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,34,8,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,34,8,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,34,8,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,34,8,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,34,8,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,34,8,7,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,34,8,8,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,35,8,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,35,8,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,35,8,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,35,8,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,35,8,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,35,8,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,35,8,7,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,35,8,8,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,36,4,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,36,4,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,36,4,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,36,4,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,37,8,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,37,8,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,37,8,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,37,8,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,37,8,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,37,8,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,37,8,7,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,37,8,8,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,38,4,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,38,4,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,38,4,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,38,4,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,39,6,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,39,6,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,39,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,39,6,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,39,6,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,39,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,40,4,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,40,4,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,40,4,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,40,4,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,41,6,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,41,6,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,41,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,41,6,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,41,6,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,41,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,42,6,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,42,6,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,42,6,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,42,6,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,42,6,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,42,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,43,4,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,43,4,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,43,4,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,43,4,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,44,6,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,44,6,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,44,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,44,6,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,44,6,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,44,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,45,8,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,45,8,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,45,8,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,45,8,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,45,8,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,45,8,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,45,8,7,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,45,8,8,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,46,6,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,46,6,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,46,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,46,6,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,46,6,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,46,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,47,8,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,47,8,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,47,8,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,47,8,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,47,8,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,47,8,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,47,8,7,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,47,8,8,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,48,6,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,48,6,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,48,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,48,6,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,48,6,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,48,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,49,4,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,49,4,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,49,4,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,49,4,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,50,6,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,50,6,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,50,6,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,50,6,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,50,6,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,50,6,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,51,4,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,51,4,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,51,4,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,51,4,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,52,8,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,52,8,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,52,8,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,52,8,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,52,8,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,52,8,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,52,8,7,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,52,8,8,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,53,6,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,53,6,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,53,6,3,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,53,6,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,53,6,5,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,53,6,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,54,6,1,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,54,6,2,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,54,6,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,54,6,4,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,54,6,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,54,6,6,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,55,8,1,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,55,8,2,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,55,8,3,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,55,8,4,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,55,8,5,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,55,8,6,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,55,8,7,Control,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,55,8,8,Treatment,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,56,8,1,Control,observational,prospective_trial_planning
